"","Dia","Mes","Anio","pred"
"558","20","11","13",1183.32796433834
"559","21","11","13",1221.0653245732
"560","22","11","13",1260.84512710611
"561","23","11","13",402.878305642163
"562","25","11","13",896.971866476018
"563","26","11","13",1107.99064932349
"564","27","11","13",1353.74829282176
"565","28","11","13",1477.27376723299
"566","29","11","13",1639.38209247401
"567","30","11","13",880.013585248483
"568","02","12","13",961.743842904074
"569","03","12","13",1244.89112770669
"570","04","12","13",1440.16997671656
"571","05","12","13",1485.29460314251
"572","06","12","13",1563.3140486914
"573","07","12","13",680.961301514446
"574","09","12","13",1177.82171502465
"575","10","12","13",1449.67706835925
"576","11","12","13",1551.24776965092
"577","12","12","13",1576.99576585455
"578","13","12","13",1639.91349686417
"579","14","12","13",735.980279519891
"580","16","12","13",1172.85231195624
"581","17","12","13",1385.91568295246
"582","18","12","13",1513.48071070626
"583","19","12","13",1569.17049163869
"584","20","12","13",1607.05932338111
"585","21","12","13",701.070043580964
"586","23","12","13",1241.1370321383
"587","24","12","13",1370.42603406165
"588","26","12","13",1635.69604797055
"589","27","12","13",1777.47965186453
"590","28","12","13",957.278486240751
"591","30","12","13",1718.27231174462
"592","31","12","13",1642.83601718256
"593","02","1","14",749.116841467289
"594","03","1","14",868.919178050006
"595","04","1","14",18.8218651228955
"596","07","1","14",778.887627926728
"597","08","1","14",943.446458732184
"598","09","1","14",965.194713587864
"599","10","1","14",1073.70511870257
"600","11","1","14",129.899658057251
"601","13","1","14",633.092752723866
"602","14","1","14",833.906605932173
"603","15","1","14",948.658293158531
"604","16","1","14",960.225310519457
"605","17","1","14",1009.94373329578
"606","18","1","14",92.1325991125963
"607","20","1","14",600.238579240807
"608","21","1","14",798.996369993246
"609","22","1","14",942.750212130447
"610","23","1","14",1028.51003070151
"611","24","1","14",994.454084404967
"612","25","1","14",164.349584046994
"613","27","1","14",770.658907724225
"614","28","1","14",1055.20481265303
"615","29","1","14",1321.28717749834
"616","30","1","14",1505.64531030783
"617","31","1","14",1266.86406752588
"618","01","2","14",24.9331116587069
"619","03","2","14",594.624180118387
"620","04","2","14",849.273937743866
"621","05","2","14",996.048086071782
"622","06","2","14",1076.39204932299
"623","07","2","14",1135.44142447873
"624","08","2","14",254.624093347208
"625","10","2","14",799.410120770946
"626","11","2","14",960.351730678221
"627","12","2","14",1087.74924878382
"628","13","2","14",1152.99149749577
"629","14","2","14",1190.46040248418
"630","15","2","14",259.835927773555
"631","17","2","14",735.648735364157
"632","18","2","14",922.584671733567
"633","19","2","14",1079.92397456796
"634","20","2","14",1120.13732401271
"635","21","2","14",1155.55016654525
"636","22","2","14",253.92784674547
"637","24","2","14",720.159086473348
"638","25","2","14",994.801656667964
"639","26","2","14",1146.44953089983
"640","27","2","14",1290.55765249613
"641","28","2","14",1411.75860920504
"642","01","3","14",63.8019839349644
"643","03","3","14",633.493052394644
"644","04","3","14",888.142810020123
"645","05","3","14",1034.91695834804
"646","06","3","14",1115.26092159925
"647","07","3","14",1174.31029675499
"648","08","3","14",293.492965623465
"649","10","3","14",838.278993047204
"650","11","3","14",999.220602954479
"651","12","3","14",1126.61812106008
"652","13","3","14",1191.86036977203
"653","14","3","14",1229.32927476044
"654","15","3","14",298.704800049812
"655","17","3","14",774.517607640414
"656","18","3","14",961.453544009824
"657","19","3","14",1118.79284684422
"658","20","3","14",1159.00619628897
"659","21","3","14",1194.41903882151
"660","22","3","14",292.796719021727
"661","25","3","14",1033.67052894422
"662","26","3","14",1185.31840317609
"663","27","3","14",1329.42652477239
"664","28","3","14",1450.6274814813
"665","29","3","14",671.333684389625
"666","31","3","14",1031.43794187052
"667","01","4","14",749.902691021212
"668","02","4","14",886.913577346786
"669","03","4","14",1009.04043163182
"670","04","4","14",1100.34524103741
"671","05","4","14",201.74322742834
"672","07","4","14",755.663933288651
"673","08","4","14",979.593672709712
"674","09","4","14",1102.99144946736
"675","10","4","14",1213.82637228438
"676","11","4","14",1211.42303397176
"677","12","4","14",293.444390140378
"678","14","4","14",810.682911294096
"679","15","4","14",984.80550713606
"680","16","4","14",1098.02204639895
"681","19","4","14",285.619115924522
"682","21","4","14",775.772675355169
"683","22","4","14",978.897426107975
"684","23","4","14",1166.30676658101
"685","24","4","14",1134.57533798679
"686","25","4","14",1245.87295996151
"687","26","4","14",352.144672256387
"688","28","4","14",1031.98111801496
"689","29","4","14",1357.43439147587
"690","30","4","14",1643.44204618733
"691","02","5","14",968.78674918443
"692","03","5","14",147.186963434454
"693","05","5","14",698.143766719342
"694","06","5","14",939.508160488128
"695","07","5","14",1102.53157524816
"696","08","5","14",1165.44088415165
"697","09","5","14",1184.86462130501
"698","10","5","14",351.972904087013
"699","12","5","14",789.844929431381
"700","13","5","14",1016.1076086609
"701","14","5","14",1157.5505532536
"702","15","5","14",1170.65271857799
"703","16","5","14",1179.8952182366
"704","17","5","14",288.211518680224
"705","19","5","14",782.019655215524
"706","20","5","14",983.253435177844
"707","21","5","14",1122.64031731468
"708","22","5","14",1164.74463754991
"709","23","5","14",1248.17993841865
"710","24","5","14",272.721869789415
"711","26","5","14",848.545211547389
"712","27","5","14",1153.67376366126
"713","28","5","14",1378.84875997446
"714","29","5","14",1543.28160291781
"715","30","5","14",1725.31521802497
"716","31","5","14",545.13185291033
"717","03","6","14",834.174685683505
"718","04","6","14",1029.45353469338
"719","05","6","14",1074.57816111933
"720","06","6","14",1152.59760666822
"721","07","6","14",270.244859491264
"722","09","6","14",767.105273001468
"723","10","6","14",1038.96062633606
"724","11","6","14",1140.53132762773
"725","12","6","14",1166.27932383136
"726","13","6","14",1229.19705484099
"727","14","6","14",325.263837496709
"728","16","6","14",762.135869933061
"729","17","6","14",975.199240929276
"730","18","6","14",1102.76426868308
"731","19","6","14",1158.45404961551
"732","20","6","14",1196.34288135793
"733","21","6","14",290.353601557782
"734","24","6","14",959.709592038467
"735","25","6","14",1174.98125361748
"736","26","6","14",1224.97960594737
"737","27","6","14",1366.76320984135
"738","28","6","14",546.562044217569
"739","01","7","14",763.756235268332
"740","02","7","14",900.767121593906
"741","03","7","14",1022.89397587894
"742","04","7","14",1114.19878528453
"743","05","7","14",215.59677167546
"744","07","7","14",769.517477535771
"745","08","7","14",993.447216956833
"746","09","7","14",1116.84499371448
"747","10","7","14",1227.6799165315
"748","11","7","14",1225.27657821888
"749","12","7","14",307.297934387499
"750","14","7","14",824.536455541216
"751","15","7","14",998.65905138318
"752","16","7","14",1111.87559064607
"753","17","7","14",1163.91853112471
"754","18","7","14",1187.50951927423
"755","19","7","14",299.472660171642
"756","21","7","14",789.626219602289
"757","22","7","14",992.750970355095
"758","23","7","14",1180.16031082813
"759","24","7","14",1148.42888223391
"760","25","7","14",1259.72650420863
"761","26","7","14",365.998216503507
"762","28","7","14",1045.83466226208
"763","29","7","14",1371.28793572299
"764","30","7","14",1657.29559043445
"765","31","7","14",1420.83886535482
"766","01","8","14",989.192196065628
"767","02","8","14",80.8269204542183
"768","04","8","14",708.785951598198
"769","05","8","14",914.93100854172
"770","06","8","14",1096.9244936949
"771","08","8","14",1218.88317775413
"772","09","8","14",296.904792574794
"773","11","8","14",819.863744532553
"774","12","8","14",1006.63217125376
"775","13","8","14",1173.52394186767
"776","14","8","14",1213.31736455841
"777","15","8","14",1224.09501218048
"778","16","8","14",291.935389506386
"779","19","8","14",998.806897037901
"780","20","8","14",1140.66976838462
"781","21","8","14",1178.40712861948
"782","22","8","14",1218.18693115239
"783","23","8","14",360.220109688441
"784","25","8","14",854.313670522296
"785","26","8","14",1065.33245336977
"786","27","8","14",1311.09009686803
"787","28","8","14",1434.61557127927
"788","29","8","14",1596.72389652029
"789","30","8","14",837.355389294761
"790","01","9","14",569.701595556984
"791","02","9","14",766.083390498164
"792","03","9","14",989.859766685171
"793","04","9","14",1083.48909379308
"794","05","9","14",1126.2892025167
"795","06","9","14",262.906525732898
"796","08","9","14",799.392577245485
"797","09","9","14",982.161262618739
"798","10","9","14",1194.64570733773
"799","11","9","14",1194.56688672743
"800","12","9","14",1217.99036522874
"801","13","9","14",339.505973905674
"802","15","9","14",804.604411671832
"803","16","9","14",977.191859550332
"804","17","9","14",1130.88432193094
"805","18","9","14",1156.79982778278
"806","19","9","14",1210.16509101288
"807","20","9","14",306.651800422614
"808","22","9","14",798.696330643748
"809","23","9","14",1045.47657973239
"810","24","9","14",1115.39467304013
"811","25","9","14",1229.01681271717
"812","26","9","14",1276.69064734475
"813","27","9","14",477.072128906033
"814","29","9","14",1177.23329601165
"815","30","9","14",1522.61185933871
"816","01","10","14",900.775722079954
"817","02","10","14",936.137086503559
"818","03","10","14",1055.93942308628
"819","04","10","14",205.842110159166
"820","06","10","14",743.513549587361
"821","07","10","14",965.907872962998
"822","08","10","14",1130.46670376845
"823","09","10","14",1152.21495862413
"824","10","10","14",1260.72536373884
"825","11","10","14",316.919903093521
"826","14","10","14",1020.92685096844
"827","15","10","14",1135.6785381948
"828","16","10","14",1147.24555555573
"829","17","10","14",1196.96397833205
"830","18","10","14",279.152844148867
"831","20","10","14",787.258824277077
"832","21","10","14",986.016615029516
"833","22","10","14",1129.77045716672
"834","23","10","14",1215.53027573778
"835","24","10","14",1181.47432944124
"836","25","10","14",351.369829083264
