"","Dia","Mes","Anio","pred"
"80",20,3,12,1037.19246509995
"81",21,3,12,1176.57934723679
"82",22,3,12,1218.68366747202
"83",23,3,12,1302.11896834076
"84",24,3,12,326.660899711525
"85",25,3,12,0
"86",26,3,12,902.484241469499
"87",27,3,12,1207.61279358337
"88",28,3,12,1432.78778989658
"89",29,3,12,1597.22063283992
"90",30,3,12,1779.25424794708
"91",31,3,12,599.070882832441
"92",1,4,12,0
"93",2,4,12,604.079415640199
"94",3,4,12,887.226700442812
"95",4,4,12,1082.50554945269
"96",5,4,12,0
"97",6,4,12,0
"98",7,4,12,323.296874250571
"99",8,4,12,0
"100",9,4,12,820.157287760774
"101",10,4,12,1092.01264109537
"102",11,4,12,1193.58334238704
"103",12,4,12,1219.33133859067
"104",13,4,12,1282.2490696003
"105",14,4,12,378.315852256016
"106",15,4,12,0
"107",16,4,12,815.187884692367
"108",17,4,12,1028.25125568858
"109",18,4,12,1155.81628344239
"110",19,4,12,1211.50606437481
"111",20,4,12,1249.39489611724
"112",21,4,12,343.405616317089
"113",22,4,12,0
"114",23,4,12,883.472604874422
"115",24,4,12,1012.76160679777
"116",25,4,12,1228.03326837678
"117",26,4,12,1278.03162070668
"118",27,4,12,1419.81522460066
"119",28,4,12,599.614058976876
"120",29,4,12,0
"121",30,4,12,1360.60788448074
"122",1,5,12,0
"123",2,5,12,950.947057599708
"124",3,5,12,1073.07391188475
"125",4,5,12,1164.37872129033
"126",5,5,12,265.776707681262
"127",6,5,12,0
"128",7,5,12,819.697413541573
"129",8,5,12,1043.62715296263
"130",9,5,12,1167.02492972028
"131",10,5,12,1277.85985253731
"132",11,5,12,1275.45651422469
"133",12,5,12,357.477870393301
"134",13,5,12,0
"135",14,5,12,874.716391547018
"136",15,5,12,1048.83898738898
"137",16,5,12,1162.05552665188
"138",17,5,12,1214.09846713052
"139",18,5,12,1237.68945528003
"140",19,5,12,349.652596177444
"141",20,5,12,0
"142",21,5,12,0
"143",22,5,12,1042.9309063609
"144",23,5,12,1230.34024683393
"145",24,5,12,1198.60881823971
"146",25,5,12,1309.90644021443
"147",26,5,12,416.178152509309
"148",27,5,12,0
"149",28,5,12,1096.01459826788
"150",29,5,12,1421.4678717288
"151",30,5,12,1707.47552644025
"152",31,5,12,1471.01880136062
"153",1,6,12,1027.02561745422
"154",2,6,12,118.660341842813
"155",3,6,12,0
"156",4,6,12,746.619372986792
"157",5,6,12,952.764429930314
"158",6,6,12,1134.75791508349
"159",7,6,12,1196.13180794156
"160",8,6,12,1256.71659914272
"161",9,6,12,334.738213963388
"162",10,6,12,0
"163",11,6,12,0
"164",12,6,12,1044.46559264235
"165",13,6,12,1211.35736325627
"166",14,6,12,1251.150785947
"167",15,6,12,1261.92843356907
"168",16,6,12,329.768810894981
"169",17,6,12,0
"170",18,6,12,0
"171",19,6,12,1036.6403184265
"172",20,6,12,1178.50318977321
"173",21,6,12,1216.24055000807
"174",22,6,12,1256.02035254099
"175",23,6,12,398.053531077036
"176",24,6,12,0
"177",25,6,12,892.147091910891
"178",26,6,12,1103.16587475836
"179",27,6,12,1348.92351825663
"180",28,6,12,1472.44899266786
"181",29,6,12,1634.55731790888
"182",30,6,12,875.188810683356
"183",1,7,12,0
"184",2,7,12,0
"185",3,7,12,901.080244689932
"186",4,7,12,1096.35909369981
"187",5,7,12,1141.48372012575
"188",6,7,12,1219.50316567464
"189",7,7,12,337.150418497691
"190",8,7,12,0
"191",9,7,12,834.010832007895
"192",10,7,12,1105.86618534249
"193",11,7,12,1207.43688663416
"194",12,7,12,1233.18488283779
"195",13,7,12,1296.10261384742
"196",14,7,12,392.169396503137
"197",15,7,12,0
"198",16,7,12,829.041428939488
"199",17,7,12,1042.1047999357
"200",18,7,12,1169.66982768951
"201",19,7,12,1225.35960862194
"202",20,7,12,0
"203",21,7,12,357.259160564209
"204",22,7,12,0
"205",23,7,12,897.326149121543
"206",24,7,12,1026.61515104489
"207",25,7,12,1241.8868126239
"208",26,7,12,1291.8851649538
"209",27,7,12,1433.66876884778
"210",28,7,12,613.467603223996
